BID,asp,af
T1238_1,299.2,0.327
T1238_2,301.8,0.375
AC106_1,147.3,-0.177
AC35_2,36.5,0.113
AC106_3,295.0,0.3
AC106_2,172.4,-0.197
T1239_1,348.0,0.596
AC104_1,23.7,0.175
AC104_2,246.4,-0.394
T1239_2,224.0,-0.544
AC36_3,296.6,0.131
T1242_1,344.2,0.067
T6143_1,242.1,-0.311
AC36_2,42.8,0.397
T1242_2,309.4,0.065
AC35_1,86.7,0.015
AC36_1,99.5,-0.019
L4_2,311.2,0.138
T6146_2,276.1,0.057
T6145_1,288.9,0.205
L4_1,66.1,0.281
T6145_2,269.8,-0.003
T6146_1,153.8,-0.471
T16065_1,236.7,-0.409
T6144_1,297.0,0.322
T1245_2,203.0,-0.359
T1245_1,105.2,-0.203
L4_3,228.8,-0.207
T16065_2,184.2,-0.796
T1228_2,289.1,0.211
T1228_1,312.2,0.447
AC37_3,289.4,0.078
T6144_2,280.2,0.102
T6147_2,254.4,-0.134
T1246_1,338.6,0.699
AC37_1,37.6,0.128
AC37_2,345.8,0.448
T6147_1,229.4,-0.431
AC37_4,238.9,-0.354
T1246_2,210.2,-0.578
AC38_1,54.2,0.211
T1227_1,41.1,0.397
T1249_2,314.2,0.45
AC38_2,3.7,0.411
AC38_3,233.1,-0.382
T1250_1,332.8,0.786
AC39_3,283.4,0.216
AC39_1,114.2,-0.339
AC39_2,1.5,0.567
T1250_2,253.5,-0.27
AC103_3,223.0,-0.126
T1227_2,90.2,-0.002
AC103_2,219.3,-0.123
T1249_1,229.3,-0.357
AC99_1,136.3,-0.238
AC103_1,110.5,-0.149
T6150_1,45.4,0.424
T1247_1,107.2,-0.19
T1247_2,46.2,0.411
T6148_1,166.6,-0.715
T6148_2,181.3,-0.713
T6150_2,108.0,-0.173
T1272_1,120.6,-0.151
T1272_2,251.4,-0.08
AC99_4,296.7,0.151
T6149_1,323.6,0.438
T6149_2,313.0,0.406
T6152_2,262.2,-0.083
AC88_2,274.8,0.059
AC88_1,169.0,-0.36
T6151_1,279.2,0.115
AC99_3,241.7,-0.062
T6151_2,262.7,-0.106
T1253_2,286.0,0.209
T1254_2,317.3,0.322
T1254_1,261.0,-0.059
T1253_1,242.6,-0.311
T1271_2,266.6,-0.011
AC77_3,285.7,0.149
AC99_2,193.6,-0.13
AC77_2,236.9,-0.09
T1271_1,113.8,-0.191
T6152_1,205.9,-0.572
T1257_2,290.5,0.19
T6153_2,261.5,-0.131
T1257_1,151.7,-0.487
T6155_1,281.5,0.119
AC77_1,164.3,-0.133
T6153_1,259.0,-0.157
T1248_1,48.5,0.289
T1252_2,46.5,0.423
T1252_1,82.7,0.081
T6156_1,17.6,0.772
T6157_1,8.0,0.705
T6155_2,275.1,0.068
T6156_2,338.1,0.651
T6154_1,85.1,0.029
T6154_2,170.7,-0.373
T15207_2,311.6,0.276
T1259_1,6.9,0.431
T1259_2,296.3,0.193
T1255_2,36.7,0.506
T1256_2,259.0,-0.106
T1248_2,4.8,0.325
T1256_1,166.5,-0.314
T6157_2,326.3,0.554
T15752_1,65.1,0.305
T6163_1,79.3,0.109
T6163_2,115.9,-0.265
T6158_2,355.7,0.724
T6158_1,351.8,0.748
T6159_2,337.8,0.609
T15203_2,349.0,0.873
T6159_1,351.2,0.786
T6161_2,269.7,-0.004
T15203_1,178.5,-0.163
T1258_1,331.9,0.499
T15204_1,331.0,0.422
T1255_1,80.4,0.09
AC66_1,141.8,-0.129
T1258_2,323.3,0.421
T15208_2,320.0,0.262
T15207_1,148.0,-0.557
AC66_3,259.8,-0.091
AC66_2,213.0,-0.115
T6162_2,53.3,0.171
T1261_1,155.9,-0.613
T6160_1,335.8,0.59
T15202_2,318.6,0.293
T6160_2,340.6,0.547
T1261_2,189.4,-0.431
T15752_2,220.9,-0.536
T15205_1,354.9,0.748
T16061_2,253.4,-0.205
AC40_1,37.6,0.188
T1260_2,337.8,0.376
T1260_1,105.8,-0.084
T6161_1,267.8,-0.031
T15751_2,229.3,-0.436
T15751_1,85.5,0.06
T6164_1,353.1,0.671
T6164_2,276.7,0.074
T15205_2,199.5,-0.701
T15204_2,178.0,-0.536
T15199_2,323.6,0.318
T15208_1,183.7,-0.698
T16061_1,165.2,-0.786
T1262_1,359.6,0.401
T1262_2,294.2,0.253
AC40_2,318.6,0.588
T6162_1,129.8,-0.223
T15206_1,329.8,0.494
T15202_1,181.7,-0.725
T6168_2,86.4,0.045
T1263_2,176.7,-0.66
T1263_1,102.8,-0.154
T15200_2,309.9,0.449
T6169_1,297.3,0.248
T6166_2,216.4,-0.703
T15200_1,164.6,-0.361
T6169_2,263.5,-0.049
T6166_1,196.9,-0.843
T15199_1,176.0,-0.769
T6167_1,125.4,-0.361
T15206_2,186.3,-0.6
T6167_2,197.2,-0.724
AC40_3,245.6,-0.3
L5_1,307.9,0.096
T6168_1,105.0,-0.162
L7_2,95.5,-0.042
T1265_2,347.9,0.766
T6170_1,173.8,-0.797
L6_2,264.8,-0.003
T6170_2,165.4,-0.715
T1265_1,162.7,-0.699
L7_3,311.5,0.081
L5_2,214.4,-0.265
AC41_4,21.2,0.352
T6165_2,2.8,0.271
T6165_1,68.6,0.132
T1269_2,263.0,-0.049
T15750_1,100.9,-0.076
T6172_2,65.4,0.163
T6172_1,54.0,0.393
T1266_1,224.0,-0.565
T6171_1,79.6,0.141
T6173_2,272.2,0.027
T1264_2,71.5,0.185
AC41_1,70.8,0.146
T1273_1,17.6,0.415
T1264_1,75.9,0.186
AC41_2,141.7,-0.73
AC42_1,161.3,-0.119
T1269_1,181.5,-0.234
AC41_3,308.2,0.491
T6173_1,243.8,-0.365
L7_4,201.8,-0.296
L6_1,90.2,-0.001
T15749_1,49.9,0.44
T6175_2,56.6,0.399
AC41_5,326.8,0.055
T1266_2,216.1,-0.573
T6174_1,164.6,-0.658
T1268_2,248.0,-0.294
T6174_2,159.9,-0.632
T1273_2,196.5,-0.59
T15197_2,290.4,0.236
T6175_1,76.9,0.184
L7_1,171.5,-0.461
T15201_1,358.5,0.789
T6177_1,298.0,0.267
T15194_1,350.6,0.823
T1278_1,103.5,-0.173
T1277_2,56.4,0.473
T15750_2,242.7,-0.259
T1270_1,97.3,-0.035
T1267_2,69.5,0.168
T15749_2,184.3,-0.335
T1270_2,210.0,-0.128
T6176_2,274.8,0.073
T15197_1,147.2,-0.521
T6171_2,112.8,-0.339
T1251_1,42.8,0.355
T15201_2,209.1,-0.632
T1251_2,258.4,-0.114
T1277_1,67.5,0.296
T15748_1,105.4,-0.14
T6178_2,78.1,0.141
T6177_2,245.6,-0.271
T6179_1,59.5,0.39
T1268_1,211.0,-0.552
T1278_2,176.3,-0.516
T6178_1,74.4,0.197
AC55_1,130.9,-0.103
T15755_1,60.2,0.308
AC55_3,209.1,-0.183
AC55_2,138.6,-0.142
T15748_2,195.5,-0.431
T1267_1,104.5,-0.192
T1280_2,297.8,0.23
T15755_2,221.0,-0.378
T6176_1,259.0,-0.153
T1279_2,237.7,-0.433
T15194_2,197.7,-0.709
AC42_4,339.4,0.101
L8_1,338.2,0.638
T6179_2,100.2,-0.098
T1279_1,201.5,-0.796
T1280_1,253.8,-0.085
T15193_2,350.3,0.819
T6180_2,309.2,0.519
AC42_3,42.2,0.121
T6181_2,264.9,-0.021
L8_2,298.9,0.087
T1290_2,241.7,-0.074
AC42_2,99.9,-0.097
T6181_1,266.8,-0.011
T1290_1,132.9,-0.344
T15747_1,77.3,0.138
T15193_1,194.1,-0.78
T6184_1,65.9,0.292
T6183_2,40.4,0.564
T6183_1,109.5,-0.267
T6184_2,167.8,-0.445
T6186_2,213.9,-0.528
T6186_1,67.2,0.335
T6180_1,228.8,-0.5
L8_3,191.2,-0.465
T6189_2,59.2,0.392
T15747_2,216.9,-0.51
T6189_1,91.9,-0.023
T6185_1,292.7,0.29
T1295_1,311.5,0.097
T1292_1,287.2,0.153
AC43_3,351.4,0.14
T1295_2,291.0,0.207
T6185_2,281.7,0.153
AC43_2,60.5,0.248
T6187_2,33.6,0.655
L9_2,3.3,0.596
AC43_1,83.1,0.012
T1292_2,258.8,-0.146
T1293_1,290.5,0.244
T6188_1,347.4,0.856
T6188_2,330.8,0.722
T1293_2,268.4,-0.017
AC44_3,249.9,-0.097
T6187_1,74.6,0.23
T1294_2,271.2,0.009
T6192_1,100.5,-0.13
AC44_2,213.1,-0.224
AC33_4,217.5,-0.218
T6190_1,325.9,0.726
T6190_2,312.4,0.593
T1289_2,335.9,0.777
T6191_2,306.1,0.498
T1283_1,339.1,0.827
T6182_2,310.8,0.556
T6182_1,329.5,0.71
T1282_2,327.1,0.721
T6193_1,88.7,0.015
AC44_1,95.1,-0.056
T1282_1,202.5,-0.801
T1283_2,215.8,-0.686
T6194_2,273.5,0.047
T1281_2,280.1,0.147
T1281_1,344.4,0.701
T6192_2,110.4,-0.214
T1284_2,315.6,0.482
T1286_2,266.7,-0.05
T1286_1,2.2,0.849
T1294_1,237.3,-0.214
T6194_1,253.4,-0.206
T1289_1,207.0,-0.677
T6193_2,156.5,-0.269
T6191_1,274.7,0.052
L9_4,302.0,0.283
T1288_1,340.7,0.813
T1288_2,252.1,-0.268
L9_3,317.4,0.155
T15746_2,255.8,-0.172
T1284_1,198.8,-0.675
T15746_1,113.4,-0.264
T1285_2,329.8,0.719
T1287_1,314.2,0.578
T15745_2,221.5,-0.53
T15745_1,123.2,-0.394
T6196_1,251.2,-0.285
T15195_2,213.7,-0.598
T15195_1,1.7,0.564
T6203_1,61.9,0.218
T1285_1,193.5,-0.644
T1301_2,313.3,0.411
L9_1,124.6,-0.194
T6204_1,67.3,0.274
T1296_1,75.5,0.124
T1298_2,15.6,0.51
T1287_2,233.3,-0.528
T6199_2,228.8,-0.599
T1296_2,49.9,0.284
T6204_2,121.0,-0.376
T6203_2,146.3,-0.527
T6202_1,304.9,0.325
T6196_2,229.6,-0.601
T15744_2,263.3,-0.077
T6198_2,251.0,-0.159
T1291_1,21.7,0.103
AC45_1,44.6,0.096
T1291_2,83.8,0.037
T6205_2,238.1,-0.361
T6198_1,241.5,-0.223
T15744_1,113.7,-0.31
T6202_2,247.8,-0.126
AC46_1,6.8,0.143
T1297_2,219.5,-0.619
T1235_2,285.5,0.128
T1235_1,62.9,0.245
T6197_1,353.0,0.481
T1297_1,153.1,-0.562
T6206_1,110.1,-0.25
T6200_1,293.5,0.298
T6195_1,60.0,0.203
T6195_2,17.1,0.491
T1301_1,223.4,-0.501
T6206_2,165.9,-0.446
T1298_1,110.5,-0.277
T15192_1,5.2,0.673
T6199_1,220.2,-0.717
T6208_1,272.4,0.023
T15743_1,105.4,-0.204
T15743_2,247.5,-0.323
AC45_2,339.5,0.465
T1300_2,248.1,-0.133
T6200_2,219.3,-0.64
T6205_1,220.9,-0.556
T6209_2,147.0,-0.687
T6209_1,79.3,0.138
AC46_2,294.3,0.388
AC47_4,254.1,-0.208
T15702_2,7.3,0.76
T15702_1,115.4,-0.299
AC46_3,228.7,-0.171
T15705_1,63.5,0.318
T1300_1,195.5,-0.769
T15192_2,211.9,-0.586
T6210_1,105.0,-0.185
AC45_3,257.4,-0.151
T6197_2,251.6,-0.248
AC47_1,15.9,0.161
T1299_2,12.7,0.278
T6201_1,24.9,0.463
T15191_2,337.4,0.628
AC47_2,272.0,0.022
T6208_2,234.1,-0.337
T1299_1,95.7,-0.079
AC47_3,231.8,-0.128
T6210_2,117.5,-0.305
T15705_2,137.8,-0.533
T6212_1,91.5,-0.022
T6212_2,164.1,-0.308
AC33_1,83.6,0.051
T6211_2,43.2,0.354
AC22_2,47.7,0.66
AC33_2,153.2,-0.146
T6201_2,147.6,-0.676
T15191_1,194.5,-0.754
T1327_2,290.9,0.147
T6207_1,301.0,0.273
AC22_4,202.0,-0.363
T15190_2,327.6,0.335
AC22_3,166.1,-0.24
T6207_2,238.1,-0.394
T6211_1,95.6,-0.09
AC22_1,104.1,-0.203
T6213_1,191.9,-0.829
T6213_2,191.4,-0.796
AC181_1,105.2,-0.245
AC33_3,237.9,-0.209
T1237_2,278.4,0.094
T1237_1,51.4,0.499
T6216_2,271.1,0.016
T6214_1,140.0,-0.373
T6214_2,243.7,-0.227
AC181_4,266.9,-0.018
T1327_1,165.0,-0.707
AC181_3,142.0,-0.281
T15210_2,268.1,-0.023
AC181_2,156.2,-0.344
T15190_1,235.2,-0.261
T15210_1,128.1,-0.438
T15754_2,209.4,-0.463
T15754_1,70.0,0.244
T6217_2,236.0,-0.137
T6219_2,206.2,-0.591
T6219_1,185.1,-0.609
T6218_2,224.6,-0.63
T6216_1,264.8,-0.071
T6218_1,210.1,-0.722
T6217_1,117.5,-0.404
T15742_1,74.0,0.202
T15742_2,212.0,-0.492
T6221_2,317.2,0.413
T15209_1,108.9,-0.049
T15753_1,47.4,0.513
T15753_2,207.9,-0.741
T6221_1,165.5,-0.555
T1302_2,305.7,0.376
T1302_1,16.4,0.753
T6226_1,346.8,0.561
T6223_1,167.5,-0.476
T15209_2,199.7,-0.629
AC51_4,5.5,0.958
T6220_2,61.2,0.252
T6220_1,116.8,-0.316
AC50_2,350.1,0.842
T6223_2,216.1,-0.633
T6225_2,199.5,-0.496
T6225_1,169.5,-0.356
T15706_1,78.1,0.101
T15706_2,349.1,0.592
T15196_1,74.9,0.164
T6226_2,237.8,-0.365
AC48_2,104.4,-0.112
T15196_2,197.0,-0.583
AC50_3,260.1,-0.058
AC48_3,14.6,0.317
T17737_2,284.8,0.106
T17739_2,243.9,-0.176
T1236_1,331.9,0.307
T6224_1,47.4,0.323
AC48_4,285.1,0.068
T17737_1,157.2,-0.351
T17739_1,157.6,-0.586
T1236_2,267.7,-0.02
L10_1,18.9,0.12
T6224_2,146.6,-0.345
T6222_1,329.8,0.191
T15704_2,39.8,0.132
T6229_1,331.9,0.143
T6227_2,323.3,0.19
T6227_1,0.7,0.823
AC50_1,127.6,-0.516
T6222_2,252.5,-0.121
T6228_2,187.8,-0.711
T6228_1,202.0,-0.708
T15704_1,163.3,-0.521
AC48_1,128.5,-0.523
L10_2,320.2,0.378
T6229_2,205.9,-0.212
T6230_2,215.5,-0.587
T17740_2,354.8,0.636
T6230_1,222.2,-0.501
T1312_2,299.4,0.152
T1312_1,107.4,-0.169
T1320_1,102.5,-0.13
T1311_1,34.8,0.173
T1320_2,216.1,-0.518
T15703_1,60.6,0.133
T15703_2,307.2,0.082
T6233_1,192.5,-0.24
T6233_2,295.4,0.279
T15707_2,345.3,0.25
T17743_2,320.2,0.505
T1310_1,160.8,-0.686
L11_2,10.3,0.029
L11_3,317.7,0.045
T1319_1,88.1,0.02
T1311_2,251.3,-0.073
T17743_1,175.8,-0.688
T1310_2,196.9,-0.538
T17740_1,204.1,-0.566
T1319_2,221.0,-0.61
T6231_1,295.9,0.148
T15708_2,3.7,0.716
T6235_2,291.3,0.164
L11_1,165.3,-0.447
T15708_1,73.2,0.206
T6234_2,267.3,-0.016
T1313_2,247.7,-0.235
T15707_1,139.7,-0.182
T6240_2,44.7,0.531
T15211_1,64.2,0.316
T15212_2,32.5,0.519
T6240_1,43.6,0.409
T6231_2,290.2,0.1
T6234_1,192.5,-0.222
T15212_1,174.7,-0.82
T6243_2,305.3,0.461
T6237_1,74.5,0.205
T6237_2,19.8,0.722
T15213_1,23.6,0.65
T15189_1,77.0,0.161
T6241_1,178.3,-0.581
T17738_1,360.0,0.699
T1303_2,293.5,0.14
T6247_1,354.2,0.343
T6243_1,347.5,0.532
T6247_2,355.7,0.34
T15189_2,164.0,-0.647
T6235_1,161.9,-0.689
T6244_2,32.5,0.686
T1315_1,40.7,0.721
T6239_1,155.7,-0.613
T17741_2,308.7,0.364
T1315_2,140.5,-0.538
T6238_2,218.2,-0.579
T6238_1,167.6,-0.59
T6239_2,188.4,-0.635
T15211_2,175.7,-0.66
T1303_1,322.9,0.343
T6241_2,189.7,-0.328
T6244_1,106.7,-0.216
T1313_1,199.3,-0.621
T6242_1,100.9,-0.069
T6245_2,225.1,-0.468
T6245_1,147.3,-0.58
T6242_2,159.0,-0.594
T1343_2,283.2,0.113
T15214_1,95.2,-0.057
T1342_2,259.8,-0.036
T1343_1,224.7,-0.389
T1318_2,219.8,-0.507
T15213_2,187.6,-0.71
T17738_2,202.8,-0.438
T17741_1,167.4,-0.512
T17745_2,323.1,0.571
T6248_1,145.1,-0.524
T1318_1,143.4,-0.27
T6248_2,238.1,-0.311
T15214_2,156.4,-0.681
T1323_2,278.5,0.086
T6249_1,178.7,-0.733
T1323_1,172.8,-0.742
T6249_2,185.8,-0.771
T1314_1,324.8,0.617
T17745_1,161.3,-0.637
T1321_1,78.4,0.128
T1316_1,85.3,0.071
T1316_2,324.4,0.678
T6246_2,338.1,0.575
T1342_1,84.3,0.058
T6236_1,332.2,0.14
T1308_1,15.6,0.268
T1308_2,333.9,0.304
T1321_2,145.5,-0.5
T6252_2,209.4,-0.544
T6252_1,120.2,-0.218
T1314_2,237.9,-0.342
T6246_1,48.3,0.353
T6236_2,121.9,-0.272
T1322_2,227.9,-0.474
T1322_1,137.9,-0.479
T15714_2,335.8,0.465
T15714_1,11.2,0.649
T14934_1,327.3,0.667
T1317_2,326.5,0.524
T14934_2,299.7,0.303
T6251_2,337.2,0.488
T1317_1,79.0,0.151
T6255_1,201.3,-0.645
T6251_1,36.9,0.252
T1341_2,273.9,0.038
T6256_1,150.3,-0.56
T6255_2,240.7,-0.286
T6256_2,194.2,-0.648
T1341_1,158.1,-0.436
T1331_1,169.5,-0.303
T1331_2,212.0,-0.529
T6258_2,247.5,-0.262
T15712_1,85.2,0.057
T6254_1,58.3,0.21
T15712_2,3.6,0.547
T15758_1,68.6,0.228
T6259_2,48.8,0.409
T6259_1,104.2,-0.172
AC170_1,85.2,0.068
T15761_1,66.5,0.348
T1326_2,285.2,0.201
T15761_2,201.0,-0.556
T6258_1,233.4,-0.413
T1324_1,130.8,-0.553
T1324_2,217.1,-0.422
T6260_1,266.2,-0.049
T15758_2,211.1,-0.48
T1328_1,299.4,0.295
AC170_2,164.1,-0.175
AC170_3,248.6,-0.133
T1326_1,137.7,-0.396
T6254_2,131.7,-0.534
T6262_1,322.0,0.521
T15711_2,336.1,0.366
T6250_1,349.4,0.428
T1325_2,213.1,-0.566
T15757_1,47.8,0.529
T1330_2,201.0,-0.671
T15711_1,96.8,-0.07
T15757_2,192.3,-0.771
T1330_1,155.6,-0.659
T1325_1,154.6,-0.67
T6257_2,40.4,0.222
T1309_1,65.3,0.181
T1309_2,330.8,0.216
AC160_4,199.9,-0.391
T6260_2,233.8,-0.38
T6250_2,311.2,0.268
T1328_2,245.3,-0.249
T6262_2,269.1,-0.011
T6263_2,207.8,-0.597
T6263_1,199.8,-0.789
T1332_2,237.8,-0.389
T1338_1,291.4,0.254
T6266_2,214.9,-0.606
T1332_1,104.3,-0.158
T6264_2,217.8,-0.614
T17742_2,305.0,0.405
T17742_1,144.0,-0.62
T6257_1,113.2,-0.225
T14937_2,304.1,0.383
T1329_1,338.9,0.525
T1329_2,290.3,0.267
T6264_1,206.9,-0.472
AC51_1,84.9,0.06
T6266_1,214.6,-0.664
T6261_2,24.4,0.62
T1333_1,58.3,0.499
T1333_2,13.4,0.698
AC51_3,281.7,0.088
T6261_1,80.2,0.14
AC51_2,12.2,0.639
T14937_1,85.6,0.061
T15760_1,46.3,0.553
T6265_1,50.1,0.442
T6265_2,22.0,0.514
T6267_1,77.0,0.161
T1338_2,252.2,-0.179
T15760_2,208.6,-0.577
T1306_2,23.0,0.189
T6253_1,317.0,0.303
T6272_2,274.2,0.03
T1336_1,163.5,-0.593
T1306_1,40.2,0.109
T6271_1,282.5,0.078
T6272_1,197.9,-0.254
T6253_2,291.7,0.296
T1340_1,145.9,-0.543
T1340_2,241.2,-0.279
T6267_2,105.4,-0.199
T6269_1,5.6,0.657
T1336_2,257.8,-0.162
T1355_2,265.9,-0.043
T1337_1,342.7,0.75
T1355_1,111.3,-0.197
T6269_2,271.5,0.019
T1335_1,307.9,0.443
T14936_2,292.4,0.267
T17744_2,308.3,0.434
T1337_2,237.6,-0.341
T1335_2,287.7,0.223
T6268_1,64.5,0.232
T6277_1,102.0,-0.059
T1339_2,249.8,-0.157
T6271_2,230.4,-0.466
T14936_1,67.1,0.263
T6276_2,241.5,-0.288
T1353_1,103.5,-0.054
T1353_2,277.7,0.083
T1339_1,142.9,-0.141
T6276_1,186.1,-0.57
T6275_2,272.0,0.033
T6275_1,139.0,-0.708
T6277_2,241.5,-0.343
T6273_2,284.3,0.152
T1347_1,275.4,0.062
T17744_1,170.0,-0.739
T6280_2,48.0,0.519
T15713_2,6.5,0.589
T6270_1,70.1,0.154
T6273_1,13.0,0.729
T15713_1,81.4,0.068
T6268_2,144.6,-0.716
T17736_2,336.0,0.776
T1344_2,340.0,0.811
T1344_1,355.0,0.621
AC52_2,54.5,0.312
T1354_1,65.3,0.15
T1354_2,198.0,-0.354
T6270_2,16.1,0.531
T15759_1,73.8,0.183
T1345_1,346.0,0.851
T6279_1,144.8,-0.317
T6279_2,247.7,-0.221
T6280_1,58.1,0.431
AC52_4,249.7,-0.193
T6281_2,261.1,-0.103
T1346_2,64.5,0.305
AC52_3,306.1,0.087
T6278_1,204.9,-0.209
T6278_2,237.0,-0.186
T6281_1,264.2,-0.064
T1348_2,338.7,0.839
T1307_1,32.3,0.115
T1307_2,292.6,0.056
T6282_2,309.5,0.08
T15684_2,354.3,0.721
T1347_2,233.3,-0.388
T15759_2,193.7,-0.245
T15463_2,260.5,-0.097
T17736_1,180.4,-0.8
T15741_1,76.3,0.133
T15741_2,195.4,-0.348
T1346_1,64.5,0.228
T15684_1,88.2,0.025
T6282_1,95.2,-0.026
T1345_2,190.9,-0.86
T6232_2,311.9,0.406
T6285_2,180.8,-0.201
T6285_1,74.6,0.181
T6232_1,0.5,0.281
T1348_1,169.9,-0.898
T15463_1,218.9,-0.465
T6274_2,61.5,0.085
T6274_1,109.9,-0.229
T6283_2,36.6,0.527
L12_3,31.8,0.358
T6284_2,345.2,0.608
T6283_1,52.0,0.461
AC160_3,220.5,-0.184
T6287_1,264.2,-0.069
L12_2,72.8,0.068
T6286_1,67.8,0.153
AC160_2,151.0,-0.148
AC52_1,217.7,-0.088
T6286_2,112.4,-0.183
T6295_1,15.5,0.737
L12_1,79.3,0.121
T6290_2,27.5,0.409
L12_4,27.4,0.067
AC160_1,74.9,0.115
T6295_2,333.8,0.797
T6287_2,240.5,-0.263
T15710_1,66.2,0.227
T15676_2,6.0,0.764
T15676_1,74.2,0.201
T6289_2,55.8,0.451
T15710_2,284.8,0.04
T1350_1,348.9,0.727
T1350_2,350.8,0.759
T6288_1,77.1,0.144
T1305_1,75.8,0.049
T6293_2,355.9,0.182
T1305_2,294.7,0.089
T6284_1,147.5,-0.604
T6290_1,90.1,-0.001
L12_5,207.9,-0.336
T6297_1,116.6,-0.349
T15464_2,260.3,-0.133
T6300_1,317.6,0.632
L13_3,302.9,0.198
T6296_2,357.8,0.454
T6296_1,32.0,0.43
T6297_2,130.2,-0.48
T6288_2,83.7,0.059
T6291_2,311.4,0.483
T6291_1,328.0,0.612
T6298_1,325.4,0.668
T6293_1,130.1,-0.254
AC149_1,62.7,0.118
T6292_2,44.0,0.488
T6292_1,59.1,0.422
T6289_1,102.7,-0.188
T6299_1,250.4,-0.18
AC149_2,111.9,-0.077
T15464_1,168.6,-0.727
T15762_2,256.3,-0.05
T6300_2,271.6,0.021
T6298_2,305.6,0.396
T6299_2,256.3,-0.093
T6304_2,216.3,-0.157
T6304_1,138.5,-0.306
AC149_3,198.0,-0.287
T15762_1,270.8,0.001
T1351_2,271.0,0.01
T1352_2,259.7,-0.056
T15467_2,308.5,0.303
T1356_1,283.9,0.171
T1351_1,217.5,-0.357
L13_2,284.6,0.041
T15467_1,212.9,-0.426
T1352_1,175.2,-0.234
T6301_1,36.6,0.369
T6301_2,291.5,0.152
L13_4,239.0,-0.328
T14935_2,318.4,0.464
AC138_1,97.8,-0.065
T1349_2,306.9,0.211
T1349_1,87.6,0.023
AC138_2,200.9,-0.14
AC138_3,207.1,-0.222
T15764_1,245.3,-0.253
T1356_2,263.5,-0.07
T6308_2,266.8,-0.042
T6307_1,52.1,0.413
T6294_2,38.4,0.371
T6294_1,41.1,0.422
T14935_1,69.5,0.129
L13_1,20.5,0.34
T6309_1,269.6,-0.003
T6307_2,189.3,-0.455
T1304_2,354.3,0.176
T6310_1,17.4,0.376
T15764_2,237.0,-0.42
L14_1,40.4,0.454
L14_2,217.5,-0.095
T6308_1,244.5,-0.305
T1357_1,353.0,0.781
T1357_2,237.3,-0.345
T6316_2,4.1,0.63
T6302_2,300.9,0.377
T6311_1,343.1,0.332
AC53_1,39.1,0.684
T1369_1,33.3,0.081
T1361_2,235.3,-0.221
T6312_2,8.7,0.559
T1393_1,91.2,-0.007
T1393_2,226.2,-0.228
T6302_1,305.1,0.296
T6309_2,242.0,-0.278
T6312_1,345.1,0.446
T6310_2,244.0,-0.218
T1369_2,207.9,-0.116
AC127_1,47.4,0.382
AC53_2,315.5,0.4
T1372_1,58.3,0.019
T1304_1,126.4,-0.277
T1372_2,203.3,-0.202
L14_3,235.4,-0.262
L15_1,278.2,0.009
T6311_2,267.3,-0.026
T6316_1,46.7,0.178
T1361_1,210.3,-0.381
T6314_1,93.9,-0.054
T6314_2,169.6,-0.494
AC53_3,254.2,-0.03
T1359_1,13.0,0.531
T6306_2,8.7,0.495
T6320_2,32.1,0.619
T1374_1,26.1,0.079
T1371_1,15.3,0.406
T1371_2,14.7,0.394
T6315_2,295.5,0.346
T6306_1,19.1,0.518
T6317_1,32.5,0.512
T14939_2,291.4,0.211
T1359_2,244.7,-0.21
T15468_2,268.9,-0.011
AC127_2,138.1,-0.144
T14939_1,82.8,0.044
T6317_2,262.4,-0.044
L15_2,316.8,0.065
T1378_2,294.8,0.245
T15678_2,348.5,0.49
T15678_1,52.2,0.429
T6303_1,320.5,0.316
T1378_1,192.8,-0.32
T1380_2,230.3,-0.127
AC127_3,221.4,-0.275
T1360_1,0.3,0.679
T6320_1,58.3,0.314
T1376_1,348.0,0.046
T15468_1,143.9,-0.29
T6322_1,40.5,0.375
T1362_2,291.9,0.093
T6303_2,277.0,0.084
T1375_2,20.9,0.263
T1375_1,52.3,0.024
T1377_2,16.4,0.092
T15709_1,47.0,0.515
T1399_2,238.9,-0.166
T15709_2,334.6,0.445
T1374_2,215.0,-0.117
AC116_1,31.9,0.515
T6322_2,289.2,0.044
AC105_1,43.8,0.637
AC21_1,28.0,0.821
T6315_1,207.9,-0.695
AC105_2,102.1,-0.091
T1377_1,198.4,-0.179
AC21_3,141.7,-0.441
AC21_2,134.0,-0.48
T6327_2,212.0,-0.556
T15519_2,309.2,0.394
T1370_1,5.4,0.705
AC116_4,206.0,-0.303
T6324_1,270.1,0.001
T1376_2,206.6,-0.147
T1381_2,240.8,-0.285
AC105_3,253.0,-0.078
T15999_1,28.8,0.547
T6321_2,26.0,0.713
AC21_4,176.2,-0.559
T6321_1,91.5,-0.014
T15999_2,150.5,-0.571
T15997_1,58.5,0.369
AC116_3,118.7,-0.048
T1380_1,174.5,-0.32
T1384_1,180.4,-0.52
T1399_1,190.2,-0.503
AC54_4,259.8,-0.04
T1373_2,241.1,-0.087
T1360_2,221.7,-0.422
T1362_1,106.2,-0.196
T1382_1,21.8,0.031
T1370_2,277.7,0.089
T6323_2,216.1,-0.354
T6323_1,242.0,-0.087
T15995_1,68.4,0.216
T15519_1,55.9,0.437
T1382_2,205.5,-0.134
T6330_1,311.6,0.598
T6330_2,285.9,0.246
T6327_1,182.1,-0.672
T6319_2,325.2,0.738
T1367_1,348.0,0.851
T6319_1,28.1,0.386
T1384_2,240.9,-0.261
T6329_2,339.9,0.736
T1367_2,209.4,-0.766
